id,aggression,offense,codemixed,tweet
2512,0,1,1,"Sayyed bhai aa jao
Ghar wapasi karlo..aaram se Ved padhna
, Purana padhna, Geeta padhna,

Quran aur Bible bhi padh sakte ho, koi manayi nahi hai

Kisi ko jaruri nahi hai manna, koi Baba 9 saal ki bachhi se jabardasti kare, usko bhi manna jaruri nahi,
Bachhe pair bhi chhuyenge "
1189,2,0,1,Golwalkar ki ye thodi na  teachings thi ki ha kisi rape karke usko mala phnao. kahan aise log nhi hain bilkul extreme ja ke pura galat kaam kr baithte hain.for ex.Bhagat singh ne saunders pe goli chalayi iska mtlb ye thodi na unke sare followers wahi teaching  exactly follow kare 
7428,0,0,0,Will only believe if you stop brushing 
6234,0,0,0,"You don't seem to get the point. It's not about his caste, just the fact that being unemployed he should not be wasting his money on house help when he can do his chores himself "
4214,2,1,1,"What about bjp scams

Coffingate
Vyapam
Mines scam
Jobs scam
Rafale scam
Scam exposed by S Malik
Karnataka cut commission
UP police extortion list

And
Demonetisation
Electoral bonds
Horse trading "
7962,2,1,0,"The emergency resources that are being used for the illegal immigrants dropped here, could be used by born citizens. Now that's a Tragedy! "
3130,1,0,1,"Yes, everyone knows that Modiji has done trial on kashmir like trial he has done with Demonetisation, trials with teleprompter, trials with dollar, trials with jobs, trials with mehgai...

Some r CloudSmart, they are offering solutions which creates more problem than original. "
5294,0,1,1,"Try it and thank me later
Munci a SBRS "
5214,0,0,1,Ek tadi par vyakti  ki tulana  sardar Patel se nahi ki ja sakti 
624,0,0,1,poor urban development in KHI .... flood is inevitable my friend... 
7860,0,0,0,What kind of projects do you have? What kind of experience you are looking for? 
7753,2,1,1,"aisa hi ek namak haram rajwada kashmir mein tha ,jo tabhi bharat mein shamil hone ke liye razi hua jab Pakistan ne danda kiya , Kashmir aaj tak us rajwade aur Nehru ki galti ki saja bhugat raha hai "
3253,0,0,1,#GGTU_से_वैदिक_कोर्स_हटाओ #BLO_मुक्त_शिक्षक 
3851,0,0,0,26 states still retain some sort of marital immunity from types of rape ie drugged/sleeping can’t be prosecuted. I’m curious how many marital rape cases have been prosecuted & convicted! 
2064,1,0,1,Modi brought Demonetisation only to stop Mayawati and Akhilesh winning Uttar Pradesh Assembly Election! 
2661,2,1,0,"What will Honourable Judges do if they find demonetisation is unconstitutional? Will they send Modi to Jail? 

Cruel jokers. "
7139,0,0,1,पहले आप सिर्फ ipl देखते थे। Icc के मैच दो साल से ही देख रहे हैं। 
6981,0,0,0,"I hope this paves way for the Women's IPL, that will develop younger talent from smaller cities. The change in approach towards Women's cricket won't yield dividends overnight but @USER is at a place where they can afford to take such long term steps. A good step @USER (4/4) "
712,2,1,0,"What is her stance on undertrials incarcerated for long time, without trial, in Jharkhand. Stan Swamy gave up his life in trying to bring justice to them. "
4388,1,0,1,"The greed of Americans is the cause of inflation, PERIOD!!!!!!!! "
5613,0,0,1,"R trust dropped starting in the 90s, D trust increased since 2016. ""Implicatory denial,"" R trust drop is selective--evolutionary biology, climate change, COVID-19. #csicon "
373,1,0,0,"What will happen.. If this kind of proposition is done in our parliament.. Just wondering .For one Farmer's bill,so much ruckus has been created by liberals and fake activists..but on serious note, this act will curb a lot of terrorist  activities for sure! "
3173,2,0,0,"What about those who lost their lives in demonetisation? Without proper planning and analysing outcome, implementation of such activities and that to for a population of 150 crore people is always risky and illogical "
3748,2,1,1,"मुसलमानों से ना सब्जी खरीदनी है ना दूध,दवाई, फल फ्रूट्स,मुसलमानों को देश का गद्दार बता लिंच भी करना है उन्हें गोली से भी उड़ाना है और फ़िर पीड़ित मुसलमान को ही UAPA के तहत  जेल में भी डालना है,यदि वाक़ई @USER जी यह आपकी जन्नत है तो दोज़ख कैसी होती है बता सकते है? "
3596,0,0,1,Pandu Narote was an agricultural worker. He was only 33 years old. I'm told he had not met his wife or his daughter since his conviction in 2017. Point is: Pandu Narote did not have to die a UAPA convict. Nobody deserves that plight. 
3657,1,0,0,Ghosts of demonetisation continue to haunt Modi regime. Supreme Court has decided to exhume 6 year dead body for a late post-mortem. Govt argued it would be only an academic exercise and waste of time. The Court disagreed.Eagerly waiting to read RBI and GOI affidavits on Nov 9. 
6558,1,0,1,"You marry a person n embrace his religion as well, that’s the general norm. It wasn’t Indira Gandhi’s decision to continue pursuing her religion but baap beti’s prudence in reading electorate’s mind, hence they invented this Gandhi surname 2 dupe Hindus.1/2 "
7040,0,0,0,Already 36 might be at his prime for a year..won't be many takers. Look out for cam green going to be highest paid player in auction. 
1192,0,0,1,"It was first reported in 2018 that Vijayendra Prasad would be writing a film on RSS and people associated with it including KB Hedgewar, MS Golwalkar, Veer Savarkar, KS Sudharshan, Mohan Bhagwat and others.
+ "
6562,2,1,1,"Haha Similie metaphor tu nahi samajhta hai chutye. Aur tere Godse and Sawarkar ke upar thukta hu. Tu imagine karta hai phatti hai…

Osama and Godse jaise kutto se phata nahi karti. Unke upar thuka jata hai. Wohi aukat hai un terrorists ki. Ja be thoda padh le warna bheek mangega "
6040,1,0,0,"There are probably less than a thousand actual marxists in America today.  You just use Marxist for any policy you don't like.  Because you don't know history, let along the difference between socialism, marxism, leninism, trotskyism or stalinism (or recontructed stalinism). "
4453,1,0,0,Is he also responsible for inflation in the rest of the world? I don’t hear other countries blaming him. 
234,0,0,1,"- Road Rehabilitation 
- Trees on the RoW
- Fixing of the Drainages
- Flood risk reduction 
- Stakeholders meetings done except Macdonald road. 
- LASPARK working according to Law

Bigger Picture: Road reconstruction, Urban Renewal, Flood control #ForAGreaterLagos @USER "
6311,1,0,0,How many muslim children were taken to a Church? 
3604,0,0,0,"Some good news: Nagpur bench of Bombay High Court has acquitted former Delhi University professor G N Saibaba and five others of all charges. 

The lower court had convicted them to life imprisonment under UAPA for their alleged Maoist links. "
4335,1,0,1,India would have been so diff if Lehru & MKG didn't trick Sardar Patel into giving up his PM Chair 
2521,2,1,0,"Bhakts also use slang on demonetisation,  not in front of others "
539,0,0,0,"revegetating landscapes with perennial cover & implementing strict water sensitive urban design (retrofitting existing) at every opportunity would help big time....but also houses must be raised, roads built to flood, etc. big precipitation/flash flood events expected etc. "
4442,0,0,0,"Making more money than ever.  Jobs are strong.

Global pandemic inflation is less here than around the world.  Last 3 months to rise in costs were a collective 0.6%(annualized to 2.4%). "
5980,2,0,0,invu as a song i really like but the mv and performances were a snooze fest and nayeon’s cb stages were something for the history books 
5881,1,0,0,You don't know what socialism is. I  a fan of Marxist socialism. Please tell us what you learned in economics what is Marxist. This is your homework assignment 
2957,2,1,1,Amazing! What about the pending cases with #SupremeCourt ? Academic or infructuous of them to leave all of them and get to such examinations!!! #Demonetisation #SupremeCourtOfIndia 
5714,0,0,1,"#Canada #Covid -19 please listen to this video, #TrudeauMustGo "
8227,1,1,0,Yes but 50%of them will have a Half life as its material is poor and can't have huge nuclear devastation as promised. 98%of Chinese nukes are with material that will help it burn as haystacks but not as nuclear power. 
4513,1,0,1,Comes to less then $80/wk! Unless you resort to hotdogs and crackers for ur family ur out of touch. PM and his liberal cabinet set the environment for this inflation.. making it worse by insisting on achieving his mandate to redistribute wealth & climate goals #TrudeauMustGoNow 
7338,0,0,1,"Who is responsible of this defeat ??? For Pak vs Zim Match
.
.
. #ViratKohli #MSDhoni #ShikharDhawan #KLRahul #cricket #cricketlovers #ipl #RohitSharma #HardikPandya #TeamIndia #BCCI #TentaranSports #RishabhPant #SuryaKumarYadav #T20WorldCup2022 #TeJran #BabarAzam𓃵 #Pakistan "
6606,2,1,1,Give that man a nice male ahole and an OCI. He& his mommy will become promoters of even Godse 
7809,2,1,1,Nehru inko kaan mein bol kar gaya tha ki begum hum kabhi jhuth nai bolte!! 
1738,0,0,0,How to prove that it was not a forced sex??? Now a wife can blackmail a husband to abort the child under provision of marital rape if a husband do not fulfil her whims and wishes. 
6568,0,0,0,"There is a striking lack of common sense in such ideological debates. History has made it crystal clear that having a woman as head of government, such as Indira Gandhi, Golda Meir and Margaret Thatcher, always brings about positive change. "
1952,0,1,0,What's offensive by the anchor here to u ? He just highlighted the truth about love jihad and by the way the term has been coined by the Kerala high court. If Hindu guys changed their name and started Hindu jihad on Muslim women I'm sure u wouldn't like it too. So stop this drama 
3945,0,1,0,"Tomorrow  "" The Pakistani ""newspaper 
Article, 

About 100 % of leadership positions in Indian car manufacturing company  are occupied by upper caste groups with not even a single Dalit or Adivasi heading Indian  car manufacturing  company.according to a new report. "
7967,0,0,0,"No stream today, family emergency. <3 "
